row_num,original_job_code,date_shipped,invoiced_customer,state,city,fixed_job_code,repair_status,repair_confidence,repair_method,repair_notes
14745,,2017-12-11 00:00:00,Western States Contracting,Nevada,North Las Vegas,,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14746,,2017-12-11 00:00:00,Western States Contracting,Nevada,North Las Vegas,,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14747,,2017-12-11 00:00:00,Western States Contracting,Nevada,North Las Vegas,,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14748,,2017-12-11 00:00:00,Western States Contracting,Nevada,North Las Vegas,,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14749,,2017-12-11 00:00:00,Western States Contracting,Nevada,North Las Vegas,,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14750,,2017-12-11 00:00:00,Western States Contracting,Nevada,North Las Vegas,,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14751,,2017-12-11 00:00:00,Western States Contracting,Nevada,North Las Vegas,,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14752,,2017-12-11 00:00:00,Western States Contracting,Nevada,North Las Vegas,,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14753,,2017-12-12 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14754,,2017-12-12 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14755,,2017-12-12 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14756,,2017-12-12 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14757,,2017-12-12 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14758,,2017-12-12 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14759,,2017-12-12 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14760,,2017-12-12 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14761,,2017-12-12 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14762,,2017-12-12 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14763,,2017-12-12 00:00:00,Sukut Construction,California,Santa Ana,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14764,,2017-12-13 00:00:00,"Fann Environmental, LLC",Arizona,Prescott,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14765,,2017-12-13 00:00:00,"Fann Environmental, LLC",Arizona,Prescott,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14766,,2017-12-13 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14767,,2017-12-13 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14768,,2017-12-13 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14769,,2017-12-13 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14770,,2017-12-13 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14771,,2017-12-13 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14772,,2017-12-13 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14773,,2017-12-13 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14774,,2017-12-13 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14775,,2017-12-13 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14776,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14777,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14778,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14779,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14780,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14781,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14782,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14783,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14784,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14785,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14786,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14787,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14788,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14789,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14790,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14791,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14792,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14793,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14794,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14795,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14796,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14797,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14798,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14799,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14800,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14801,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14802,,2017-12-14 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14803,,2017-12-15 00:00:00,"Kelco Contracting, LLC",Arizona,Queen Creek,AQX,ATTRIBUTED,Medium,Customer+State,Best of 22 candidates (score 2)
14804,,2017-12-15 00:00:00,"Kelco Contracting, LLC",Arizona,Queen Creek,AQX,ATTRIBUTED,Medium,Customer+State,Best of 22 candidates (score 2)
14805,,2017-12-15 00:00:00,"Kelco Contracting, LLC",Arizona,Queen Creek,AQX,ATTRIBUTED,Medium,Customer+State,Best of 22 candidates (score 2)
14806,,2017-12-15 00:00:00,"Kelco Contracting, LLC",Arizona,Queen Creek,AQX,ATTRIBUTED,Medium,Customer+State,Best of 22 candidates (score 2)
14807,,2017-12-15 00:00:00,"Kelco Contracting, LLC",Arizona,Queen Creek,AQX,ATTRIBUTED,Medium,Customer+State,Best of 22 candidates (score 2)
14808,,2017-12-15 00:00:00,"Kelco Contracting, LLC",Arizona,Queen Creek,AQX,ATTRIBUTED,Medium,Customer+State,Best of 22 candidates (score 2)
14809,,2017-12-15 00:00:00,"Kelco Contracting, LLC",Arizona,Queen Creek,AQX,ATTRIBUTED,Medium,Customer+State,Best of 22 candidates (score 2)
14810,,2017-12-15 00:00:00,"Kelco Contracting, LLC",Arizona,Queen Creek,AQX,ATTRIBUTED,Medium,Customer+State,Best of 22 candidates (score 2)
14811,,2017-12-15 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14811,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14812,,2017-12-15 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14812,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14813,,2017-12-15 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14813,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14814,,2017-12-15 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14814,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14815,,2017-12-15 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14815,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14816,,2017-12-15 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14816,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14817,,2017-12-15 00:00:00,TORO ENTERPRISES,California,Santa Paula,AQU,ATTRIBUTED,Medium,Customer+State,Best of 24 candidates (score 2)
14818,,2017-12-18 00:00:00,"Cradar Enterprises, Inc.",Oregon,Roseburg,,UNRESOLVABLE,n/a,State,"Tied 2 candidates at score 1: AVP, AVD"
14819,,2017-12-18 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14820,,2017-12-18 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14821,,2017-12-18 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14822,,2017-12-18 00:00:00,"Dick Miller, Inc.",California,Vista,,UNRESOLVABLE,n/a,State,"Tied 18 candidates at score 1: AQU, BSM, CRA, ANU, AVY (+13 more)"
14823,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14824,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14825,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14826,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14827,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14828,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14829,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14830,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14831,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14832,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14833,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14834,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14835,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14836,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14837,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14838,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14839,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14840,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14841,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14842,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14843,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14844,,2017-12-18 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14845,,2017-12-19 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14846,,2017-12-19 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14847,,2017-12-19 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14848,,2017-12-19 00:00:00,Clearwater Pipelines LLC.,Arizona,Queen Creek,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
14849,,2017-12-19 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14849,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14850,,2017-12-19 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14850,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14851,,2017-12-19 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14851,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14852,,2017-12-19 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14852,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14853,,2017-12-19 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14853,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14854,,2017-12-19 00:00:00,Ditch Diggers,"=IFERROR(VLOOKUP($D14854,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D14854,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,,No customer or state match found in registry
14855,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14855,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14856,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14856,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14857,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14857,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14858,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14858,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14859,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14859,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14860,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14860,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14861,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14861,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14862,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14862,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14863,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14863,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14864,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14864,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14865,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14865,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14866,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14866,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14867,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14867,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14868,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14868,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14869,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14869,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14870,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14870,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14871,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14871,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14872,,2017-12-20 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D14872,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14873,,2017-12-20 00:00:00,Western States Contracting,Nevada,North Las Vegas,,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14874,,2017-12-20 00:00:00,Western States Contracting,Nevada,North Las Vegas,,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14875,,2017-12-20 00:00:00,Western States Contracting,Nevada,North Las Vegas,,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
14876,,2017-12-20 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14877,,2017-12-20 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14878,,2017-12-20 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14879,,2017-12-20 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14880,,2017-12-20 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14881,,2017-12-20 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14882,,2017-12-20 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
14883,,2017-12-20 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,"Tied 2 candidates at score 2: AVY, ANB"
