Job Code,City,State,County,Bidding Contractors,Job Status
ECL,Weatherford,Texas,,,Released to Production
DWS,Bakersfield,California,Kern County,,On Hold
EEP,Bradenton,Florida,Manatee County,"Central Site Dev, DEME, Gibbs & Register",Completed
DQL,,Florida,Osceola County,Blue Ox,Completed
DYX,St. Cloud,Florida,Osceola County,"Camcore Site Dev, Cronin Construction",Completed
DTG,,Florida,Manatee County,"C&M Roadbuilders, Central Site Dev, ET Makenzie Co.",Completed
EDT,Cape Canaveral,Florida,Brevard County,Middlesex Corporation,Completed
DKE,,Florida,Manatee County,RIPA,Completed
DTX,Kissimmee,Florida,Osceola County,WhartonSmith,Completed
DPD,Tucson,Arizona,,,Completed
ECT,Parrish,Florida,Manatee County,RIPA,Completed
DYN,,Iowa,,,Completed
EBG,Perris,California,Riverside County,,Completed
DYK,Parrish,Florida,Manatee County,"Central Site Dev, DEME, RIPA, The Kerney Company",Completed
DDU,St. Cloud,Florida,Osceola County,WalRose,Completed
EEW,Harmony,Florida,Osceola County,"Blue Ox, MJC Land Development, The Briar Team",In Production
DEU,,Florida,Manatee County,Rusty Plumbing,Completed
DSF,Town of Clayton,North Carolina,Johnston County,,Completed
DYE,Town of Clayton,North Carolina,,,Completed
DQD,Irving,Texas,Dallas County,,In Production
DXN,,Florida,St. Johns,T B Landmark,Completed
EHB,Kissimmee,Florida,Osceola County,"JR Davis, Sanpik",Completed
DUL,Kissimmee,Florida,Osceola County,"Cronin Construction, Pirtle",Completed
DRA,Phoenix,Arizona,Maricopa County,,Completed
CXZ,,Oregon,Redmond,,Quote Sent to Sales
DAM,Houston,Texas,,,In Production
EAU,Ash,North Carolina,Brunswick County,,On Hold
DPX,Socorro,Texas,,,In Production
DUA,Redmond,Oregon,Deschutes County,,Completed
DTV,,Florida,Manatee County,,Completed
CXZ,,Oregon,Redmond,,Quote Sent to Sales
CXZ,,Oregon,Redmond,,Quote Sent to Sales
EAT,New Braunfels,Texas,Comal County,,Released to Production
DQG,Federal Point Township,North Carolina,New Hanover County,,Completed
DYM,Merritt Island,Florida,Brevard County,Sanpik,Completed
DST,Camarillo,California,Ventura County,,Completed
ELC,Pittsburg,Pennsylvania,,,In Production
DZH,Glendale,Arizona,Maricopa County,,Completed
DXY,San Antonio,Texas,,,In Production
DTA,,Arizona,Yuma County,,Completed
CNW,Palmetto,Florida,Manatee County,RIPA,Completed
DQB,,North Carolina,,,Completed
DYI,Bradenton,Florida,Manatee County,Dana Site,Completed
DRP,Wilmington,Delaware,,,Completed
DRG,Wilmington,North Carolina,,,Completed
DTD,,Florida,Manatee County,"C&M Roadbuilders, DEME",Completed
DOK,,Florida,Manatee County,ET Makenzie Co.,In Production
EFU,Carmel,California,Monterey County,,On Hold
ECY,Bakersfield,California,Kern County,,In Production
DWP,Mesa,Arizona,Maricopa County,,Completed
DZZ,Sarasota,Florida,Sarasota County,Hughey Construction Services,Completed
DRQ,City of Rockwall,Texas,,,In Production
DIN,,North Carolina,Brunswick County,,Quote Out for approval
DUC,Phoenix,Arizona,,,Completed
DNU,Discovery Bay,California,Contra Costa County,,Completed
DNU,Discovery Bay,California,Contra Costa County,,Completed
ECG,Bullhead City,Arizona,Mohave County,,Completed
DXL,San Antonio,Texas,Bexar County,,In Production
DOA,Houston,Texas,Houston County,,In Production
DQI,Sandy,Utah,,???,Completed
DZO,Southlake,Texas,Tarrant County,,In Production
DOO,Modesto,California,,Sak Construction,In Production
EAV,Merritt Island,Florida,Brevard County,Hinterland Group,In Production
DVA,Mobile,Alabama,,,Completed
DVJ,,Arizona,Yuma County,,Completed
DVT,Roseville,California,Placer County,,Completed
DVE,Chandler,Arizona,Maricopa County,,Completed
DFO,,Florida,Manatee County,QGS,Completed
DRO,,Florida,Manatee County,,Completed
DZW,Orlando,Florida,Orange County,"Cathcart Const., Development CFL",Completed
DPH,,Florida,Manatee County,,Completed
DPF,Naples,Florida,Naples,,Released to Production
DRB,Georgetown,Texas,,,In Production
EGF,Buckeye,Arizona,Maricopa County,,Released to Production
EDO,Melbourne,Florida,Brevard County,JR Davis,Completed
DUT,Deltona,Florida,,,Completed
EMU,Mckinney,Texas,,,Released to Production
DTQ,Weber,Utah,,Ames Construction,Completed
DQS,,Utah,Weber County,???,Completed
EBS,Kissimmee,Florida,Osceola County,"JMHC, Orlando Construction LLC.",Completed
DUM,Denison,Texas,,,Cancelled
DVS,Kissimmee,Florida,Osceola County,Hall Company,Completed
DBS,Raleigh,North Carolina,,,Completed
EBU,Jacksonville,Florida,Duval County,,Completed
EBV,Jacksonville,Florida,Duval County,,Completed
DRJ,Houston,Texas,,,In Production
EAP,Safford,Arizona,,,Completed
EBA,Mesquite,Texas,,,Released to Production
EDC,Bradenton,Florida,Manatee County,Rusty Plumbing,Completed
DRB,Georgetown,Texas,,,In Production
EBE,Palmetto,Florida,Manatee County,"Burgess Civil, Central Site Dev, DEME, Gibbs & Register, Mcleod Land Services",Completed
DYB,Mims,Florida,Brevard County,"Assured Excavating Inc, WalRose",Completed
DEE,Boulder,Colorado,,,Quote Sent to Sales
DEE,Boulder,Colorado,,,Completed
DKL,,Arizona,Phoenix,,Completed
DRH,Port St. Lucie,Florida,Port St Lucie County,,Completed
EAN,Wilmington,North Carolina,New Hanover County,,Completed
DYT,Minden,Nevada,,,Completed
ECB,,North Carolina,Brunswick County,,Completed
DRM,Chandler,Arizona,Maricopa County,,Completed
DXV,New Braunfels,Texas,,,Completed
DHO,St. Cloud,Florida,Osceola County,WalRose,Completed
DZJ,Bradenton,Florida,Manatee County,"Belair Sitework Services, C&M Roadbuilders, DEME, ET Civil, Fredrick Derr, TSS Civil",Completed
DVP,Port St. Lucie,Florida,St. Lucie County,,Completed
DZF,Bradenton,Florida,Manatee County,ET Makenzie Co.,Completed
EBX,Celina,Texas,,,Released to Production
EHN,Charlotte,North Carolina,,,Completed
EGL,Kissimmee,Florida,Osceola County,Terry Roberts Site Work,Released to Production
EAR,,Florida,Manatee County,,Completed
DWQ,Calabash,North Carolina,Brunswick County,,Completed
DZS,Fargo,North Dakota,Cass County,,Completed
DUF,Kissimmee,Florida,Osceola County,,Completed
DSI,Brentwood,California,,,Completed
DSU,Charlotte,North Carolina,,,Released to Production
EGM,Mesa,Arizona,Maricopa County,,Released to Production
EFO,,Florida,Greenville County,ET Civil,Completed
DNS,Sierra Vista,Arizona,Cochise County,,Quote Sent to Sales
DVQ,Lakewood Ranch,Florida,Manatee County,Holland Enterprises,Completed
DUV,Sayreville,New Jersey,,,Completed
DMN,Parrish,Florida,Manatee County,"RIPA, The Kerney Company",Completed
DVZ,Bradenton,Florida,Manatee County,ET Makenzie Co.,Completed
ECM,Poinciana,Florida,Polk County,Moio Homes Construction,Completed
EHG,,Florida,Manatee County,"C&M Roadbuilders, RIPA",Completed
DRM,Chandler,Arizona,Maricopa County,,Completed
EBF,Town of Florence,Arizona,Pinal County,,Completed
DUD,,Georgia,Gwinnett County,,Completed
EFA,Kissimmee,Florida,Osceola County,"Blue Ox, The Briar Team",In Production
EAZ,Yucca Valley,California,,,Partial Release
EAZ,Yucca Valley,California,,,Completed
DJF,Parrish,Florida,Manatee County,RIPA,Quote Sent to Sales
DYF,Port St. Lucie,Florida,St. Lucie County,,Completed
DZI,Bradenton,Florida,Manatee County,"Belair Sitework Services, C&M Roadbuilders, DEME, ET Civil, Fredrick Derr, TSS Civil",Completed
DRM,Chandler,Arizona,Maricopa County,,Completed
DSN,Port St. Lucie,Florida,St. Lucie County,,In Production
DKL,,Arizona,Phoenix,,Completed
DUH,Roseville,California,Placer County,,Completed
EMZ,Kissimmee,Florida,Osceola County,"Hughes Brother Construcion, John M Hall, Swell Construction, WalRose",Released to Production
CWB,Frisco,Texas,,,Opportunity  Lost
EMG,Salt Lake City,Utah,,Alder Construction,In Production
DWZ,Cape Fear,North Carolina,New Hanover County,,Completed
EDX,St. Cloud,Florida,Osceola County,Marlin Construction Company,In Production
ECC,Shallotte,North Carolina,Brunswick County,,Completed
EIU,Modesto,California,Stanislaus County,,Completed
DPL,Kissimmee,North Carolina,Brunswick County,,Completed
DYR,Santa Maria,California,Santa Barbara County,,Completed
DXG,Park City,Utah,Summit County,MVC Const Co Inc,Completed
DRV,,Arizona,Yuma County,,Quote Sent to Sales
DSN,Port St. Lucie,Florida,St. Lucie County,,Released to Production
DKL,,Arizona,Phoenix,,Completed
DUY,San Luis,Arizona,Yuma County,,Completed
DXF,Clinton,Utah,Davis County,"BHI Co., Whitaker Construction",Completed
EAH,Kingsland,Texas,llano County,,Released to Production
DWM,Town of Clayton,North Carolina,Johnston County,,Completed
EBB,Brandenton,Florida,Manatee County,Gibbs & Register,Completed
DVU,Jacksonville,Florida,Duval County,,Completed
DRM,Chandler,Arizona,Maricopa County,,Quote Sent to Sales
DKL,,Arizona,Phoenix,,Completed
EFH,Waco,Texas,,,Released to Production
DWA,Parrish,Florida,Manatee County,,Completed
DRJ,Houston,Texas,,,Released to Production
DRM,Chandler,Arizona,Maricopa County,,Completed
DRB,Georgetown,Texas,,,Released to Production
DRB,Georgetown,Texas,,,Released to Production
DHQ,Calabash,North Carolina,Brunswick County,LM McLamb & Son Construction,Released to Production
DZQ,,Florida,Brevard County,"Brewer Paving, JR Davis",Completed
DTN,Bakersfield,California,Kern County,,Completed
EDM,Salt Lake City,Utah,Salt Lake County,,Completed
DKL,,Arizona,Phoenix,,Completed
DZR,Kissimmee,Florida,Osceola County,Garney Construction,Completed
DRJ,Houston,Texas,,,Released to Production
ECO,St. Cloud,Florida,Osceola County,WalRose,Completed
EAA,Kissimmee,Florida,TOHO,"Assured Excavating Inc, Blue Ox, Hughes Brother Construcion, John M Hall, Meyer Construction Group",Completed
DVW,Kissimmee,Florida,Osceola County,,Completed
DUQ,Bradenton,Florida,Manatee County,,Completed
DXX,Poinciana,Florida,Polk County,Empire Pipe,Completed
DFN,Frederickson,Washington,Pierce County,HD Fowler,Opportunity  Lost
DTJ,Jacksonville,Florida,Duval County,,Released to Production
DUW,,Washington,Pierce County,,Completed
DRC,Parrish,Florida,Manatee County,,Completed
DAY,,California,Placer County,,Quote Sent to Sales
EBP,City of Alvarado,Texas,Johnson County,,Released to Production
DWI,Rexburg,Idaho,,J-U-B Engineers,Completed
DXH,Carson City,Nevada,,,Completed
DPY,City of Cleburne,Texas,,,Released to Production
DZA,Port St. Lucie,Florida,Port St Lucie County,,Completed
DHD,,Florida,Manatee County,The Mancini Companies,Completed
DHD,,Florida,Manatee County,The Mancini Companies,In Production
DHD,,Florida,Manatee County,The Mancini Companies,In Production
DUB,Palmetto,Florida,Manatee County,,Completed
DRX,,Florida,Hillsborough County,,Completed
DXS,Syracuse,Utah,,AAA Excavating,In Production
EDZ,Bradenton,Florida,Manatee County,,Completed
DRJ,Georgetown,Texas,,,Released to Production
DTR,,Florida,Brevard County,"Ramage, Ryan Utilities",Completed
DUK,Bend,Oregon,,,Completed
DNM,Kissimmee,Florida,TOHO,WD Site Development,Completed
EEL,,Florida,Manatee County,,Completed
DXZ,St. George,Utah,Washington County,,Completed
DZT,Roseville,California,Placer County,"Lund Construction, Marques Engineering, Mountain Cascade, Mozingo, Sanco Pipelines, Teichert",Completed
DXQ,Cape Fear,North Carolina,,,Completed
EIE,Charlotte,North Carolina,,,Completed
DVG,Hampton,Georgia,,,Completed
DKH,,California,Sutter County,,Completed
DRB,Georgetown,Texas,,,Released to Production
DKH,Roseville,California,Sutter County,,Completed
DRO,,Florida,Manatee County,,Cancelled
DWK,Port St. Lucie,Florida,Port St Lucie County,,Completed
DZU,Port St. Lucie,Florida,Port St Lucie County,,Completed
DWT,Albuquerque,New Mexico,Bernalillo County,,Completed
DNE,City of Carlsbad,California,,,Released to Production
DWY,Kissimmee,Florida,Osceola County,Assured Excavating Inc,Completed
DWE,Charlotte,North Carolina,,,Completed
DXJ,Perris,California,Perris County,,Completed
DLJ,American Fork,Utah,Utah County,"COP Construction, Condie construction Company, Sundt, Whitaker Construction",Completed
DTJ,Jacksonville,Florida,Duval County,,Completed
EEN,Chicago,Illinois,,,Completed
EGH,Nipomo,California,Kern County,"Seamair Construction, Specialty Construction Inc., W. M. Lyles Co.",Completed
DJX,Palmetto,Florida,Manatee County,RIPA,Quote Sent to Sales
DAP,,Texas,Dallas,,Opportunity  Lost
DUM,Denison,Texas,,,Released to Production
DPP,Mesquite,Texas,,,Completed
DUM,Denison,Texas,,,Released to Production
CXP,Ennis,Texas,,,Opportunity  Lost
DUO,Syracuse,Utah,,Whitaker Construction,Released to Production
DWX,City of Bend,Oregon,,,Completed
DUP,Kissimmee,Florida,TOHO,WD Site Development,Completed
DXK,Yuba City,California,Sutter County,,Completed
EMI,Murrieta,California,,,In Production
DYS,Port St. Lucie,Florida,Port St Lucie County,Firethorn,Completed
DUO,Syracuse,Utah,,Whitaker Construction,Completed
DYU,City of Davis,California,Yolo County,,Completed
DYU,City of Davis,California,Yolo County,,Completed
DXW,Houston,Texas,,,Completed
ELK,,Florida,Manatee County,Graber,Released to Production
EAY,,Florida,Manatee County,"Alto Construction, DEME, Graber, Superior Siteworks",Completed
DJF,Parrish,Florida,Manatee County,RIPA,Completed
DRB,Georgetown,Texas,,,Released to Production
EAS,Bradenton,Florida,Manatee County,,Completed
EBO,Crested Butte,Colorado,,,Completed
DQW,Kissimmee,Florida,Osceola County,Team DBC,Quote Sent to Sales
DMN,Parrish,Florida,Manatee County,"RIPA, The Kerney Company",Completed
DYO,Parrish,Florida,Manatee County,"Fredrick Derr, RIPA",Completed
DUZ,Davis,California,,,Completed
DVN,St. Pete,Florida,Hillsborough County,,Completed
EDU,Pensacola,Florida,Escambia County,,Completed
DRJ,Houston,Texas,,,Released to Production
DRJ,Houston,Texas,,,Released to Production
DRJ,Georgetown,Texas,,,Released to Production
DRJ,Houston,Texas,,,In Production
DRJ,Houston,Texas,,,Released to Production
CZB,,Nevada,Las Vegas,,Quote Sent to Sales
DTO,,Florida,Manatee County,ET Makenzie Co.,Completed
ECF,Poinciana,Florida,Osceola County,Garner Complete Site,Completed
DLJ,American Fork,Utah,Utah County,"COP Construction, Condie construction Company, Sundt, Whitaker Construction",Completed
DRV,Chandler,Arizona,Yuma County,,Quote Sent to Sales
DWF,Wilmington,North Carolina,,,Completed
DLJ,American Fork,Utah,Utah County,"COP Construction, Condie construction Company, Sundt, Whitaker Construction",Completed
EAD,City of Yuma,Arizona,Yuma County,,Completed
ECI,Alvin,Texas,,,Partial Release
EBC,Plano,Texas,,,Released to Production
EEX,,Florida,Manatee County,Forrest Excavating,Completed
EMR,Gainesville,Florida,Alachua County,,Released to Production
DTJ,Jacksonville,Florida,Duval County,,Completed
DHO,St. Cloud,Florida,Osceola County,WalRose,Quote Sent to Sales
DZL,Kyle,Texas,Hays County,,In Production
DSD,Ash,North Carolina,Brunswick County,,Quote Out for approval
DIK,Parrish,Florida,Manatee County,QGS,Completed
DVN,St. Pete,Florida,Hillsborough County,,Completed
DYJ,,Florida,Manatee County,WoodRuff and Sons,Completed
DVO,Nipomo,California,San Luis Obispo County,,Completed
DWC,Port St. Lucie,Florida,Port St Lucie County,,Completed
DPO,Roseville,California,Placer County,,Likely Lost
ECU,,Florida,Alachua County,,Completed
DRB,Georgetown,Texas,,,Released to Production
DZV,West Haven,Utah,Weber County,Ames Construction,Completed
DWN,Lawrenceville,Georgia,Gwinnett County,,Completed
ECD,Marina,California,Monterey County,,Completed
EBI,St. Cloud,Florida,Osceola County,,In Production
DPG,Las Vegas,Nevada,Clark County,,Quote Sent to Sales
EFS,,Florida,Brevard County,"Cathcart Const., Sanpik",In Production
DWG,Queen Creek,Arizona,,,Completed
DJX,Palmetto,Florida,Manatee County,RIPA,Completed
EMC,Kissimmee,Florida,Osceola County,"Eden Site Dev, TSS Civil",Released to Production
EIA,Mims,Florida,Brevard County,MJC Land Development,In Production
DLJ,American Fork,Utah,Utah County,"COP Construction, Condie construction Company, Sundt, Whitaker Construction",Completed
ELG,Redmond,Oregon,Deschutes County,,Completed
DXD,Miami,Florida,Dade County,,Completed
EID,Orange City,Florida,Volusia County,,In Production
EEQ,Midland,Texas,,,Released to Production
DYY,Parrish,Florida,Manatee County,,Completed
EDI,Laguna Beach,California,,,Completed
DUP,Kissimmee,Florida,TOHO,WD Site Development,Completed
DUP,Kissimmee,Florida,TOHO,WD Site Development,Completed
EHC,Phoenix,Arizona,Maricopa County,,In Production
DIK,Parrish,Florida,Manatee County,QGS,Completed
ECJ,Parrish,Florida,Manatee County,"ET Makenzie Co., RIPA",Completed
DEU,,Florida,Manatee County,Rusty Plumbing,Completed
DKY,,Florida,Manatee County,Central Site Dev,Completed
EEJ,Bradenton,Florida,Manatee County,,Completed
EBZ,Reno,Nevada,,,Completed
DXP,Gila River Indian Community,Arizona,Pinal County,,Completed
DUM,Denison,Texas,,,Released to Production
EBH,Park City,Utah,,,Completed
DHS,,Florida,Manatee County,ET Makenzie Co.,Completed
DRB,Georgetown,Texas,,,Released to Production
EAX,City of Greeley,Colorado,,,Completed
EFB,Gainesville,Florida,Alachua County,,Completed
DRW,Mesa,Arizona,Mesa,Rhino Contracting,Completed
EAL,Davis,California,,,Completed
DYD,City of Davis,California,,,Completed
EBY,Denison,Texas,,,Released to Production
DRM,Chandler,Arizona,Maricopa County,,Completed
DRE,Raleigh,North Carolina,Brunswick County,,Quote Out for approval
DZE,St. George,Utah,Washington County,,Completed
DWP,Mesa,Arizona,Maricopa County,,Completed
EBQ,,Florida,Citrus County,,In Production
DTJ,Jacksonville,Florida,Duval County,,Completed
DTW,St. Cloud,Florida,Osceola County,JR Davis,Quote Sent to Sales
DTD,,Florida,Manatee County,"C&M Roadbuilders, DEME",Completed
ECV,Denison,Texas,,,Released to Production
DUM,Denison,Texas,,,Opportunity  Lost
DHJ,Parrish,Florida,Manatee County,DEME,Completed
DTD,,Florida,Manatee County,"C&M Roadbuilders, DEME",Completed
DXM,Bradenton,Florida,Manatee County,ET Makenzie Co.,Completed
DJQ,City of Anna,Texas,,,Completed
DVN,St. Pete,Florida,Hillsborough County,,Completed
ECS,,Washington,San Juan County,,Completed
DOD,Kissimmee,Florida,TOHO,JR Davis,Completed
DPR,Dallas,Texas,,,Opportunity  Lost
EGC,Hudson Oaks,Texas,Parker County,,Released to Production
EGD,,North Carolina,New Hanover County,,Completed
EEH,,Arizona,Yuma County,,Completed
EDB,Palmetto,Florida,Manatee County,"DEME, RIPA",Completed
DDG,Eagle,Idaho,,,Quote Sent to Sales
DYZ,Fort Smith,Arkansas,,,Completed
DTW,St. Cloud,Florida,Osceola County,JR Davis,Quote Sent to Sales
EME,Plumas Lake,California,Yuba County,,Released to Production
EBT,Wylie,Texas,,,Released to Production
DGJ,,Texas,Dallas,,Quote Sent to Sales
DIK,Parrish,Florida,Manatee County,QGS,Quote Sent to Sales
DZC,St. Cloud,Florida,Osceola County,WalRose,Completed
DYH,Jacksonville,Florida,Duval County,,Completed
DRJ,Houston,Texas,,,Released to Production
EEE,Lewisville,Texas,Dallas County,,Released to Production
EAB,,Nevada,Clark County,,Completed
DRM,Chandler,Arizona,Maricopa County,,Quote Sent to Sales
EHP,Denver,Colorado,,,In Production
EHK,,North Carolina,Brunswick County,,Completed
DKG,San Mateo,California,San Mateo County,,Completed
EAC,Georgetown,Texas,,,Released to Production
EDS,Jacksonville,Florida,Duval County,,Completed
EDN,Phoenix,Arizona,,,Partial Release
EAG,Deer Mountain,Utah,Wasatch County,,Completed
DJG,Frisco,Texas,,,Completed
EFG,Town of Clayton,North Carolina,,,Completed
DXM,Bradenton,Florida,Manatee County,ET Makenzie Co.,Completed
EEK,Kissimmee,Florida,Osceola County,"Brockman, East Coast Site Development, WD Site Development",In Production
DTJ,Jacksonville,Florida,Duval County,,Completed
EJD,Parrish,Florida,Manatee County,"DEME, Dana Site, Graber",In Production
DQH,Reno,Nevada,,,Likely Lost
DKL,,Arizona,Phoenix,,Quote Sent to Sales
EAJ,City of Aubrey,Texas,Denton County,,Released to Production
ECK,,Washington,Pierce County,,Completed
EFX,Lake Jackson,Texas,Brazoria County,,Quote Out for approval
EFZ,Bradenton,Florida,Manatee County,Arox Land Development,Completed
DQD,Irving,Texas,Dallas County,,Released to Production
DQH,Reno,Nevada,Washoe County,,Quote Out for approval
DXQ,Wilmington,North Carolina,,,Quote Out for approval
EDW,Sacramento,California,Sacramento County,,Completed
ECZ,Calabash,North Carolina,Brunswick County,,Completed
DMK,Plumas Lake,California,Yuba County,,Quote Sent to Sales
DVN,St. Pete,Florida,Hillsborough County,,Completed
DZK,Minden,Nevada,,,Completed
EJE,City of Yuma,Arizona,Yuma County,,Released to Production
EHX,,Florida,Manatee County,,In Production
EBJ,Huntersville,North Carolina,,,Completed
EGB,,Florida,Manatee County,"DEME, ET Civil, RIPA",Completed
ELM,Lakeland,Florida,Polk County,,Partial Release
DYG,Lakeland,Florida,Polk County,,Completed
EAO,St. George,Utah,Washington County,JP Excavating,Completed
EBK,Reno,Nevada,Washoe County,,Completed
DRL,,Florida,Manatee County,C&M Roadbuilders,Completed
DYQ,Merritt Island,Florida,Brevard County,Sanpik,Completed
EMX,Randleman,North Carolina,,,Released to Production
DUM,Denison,Texas,,,Released to Production
EDL,Scottsdale,Arizona,,,Completed
DYG,Lakeland,Florida,Polk County,,Completed
DWP,Mesa,Arizona,Maricopa County,,Completed
DQP,Santa Paula,California,Ventura County,,Quote Sent to Sales
EBA,Mesquite,Texas,,,Released to Production
DZB,Lawrenceville,Georgia,Gwinnett County,,Completed
EDJ,,Florida,Manatee County,,Completed
DII,,Florida,Manatee County,DEME,Completed
DWD,Cape Fear,North Carolina,,,Quote Out for approval
DWH,,Florida,Manatee County,ET Makenzie Co.,Quote Sent to Sales
DYK,Parrish,Florida,Manatee County,"Central Site Dev, DEME, RIPA, The Kerney Company",Completed
DZD,Charlotte,North Carolina,,,Completed
DMW,,Florida,Manatee County,Wilson Site Dev,Quote Sent to Sales
DZX,Rocklin,California,,,Completed
ECH,Meridian,Idaho,,,Completed
DRB,Georgetown,Texas,,,Completed
DVO,Nipomo,California,San Luis Obispo County,,Completed
DZN,Kissimmee,Florida,Osceola County,Titan Land Development,Completed
DKL,,Arizona,Phoenix,,Quote Sent to Sales
EIF,Twin Falls,Idaho,,,Completed
CKQ,,Texas,Shertz,,Quote Sent to Sales
EDP,Goldsboro,North Carolina,,,Completed
EAQ,West Point,Utah,North Davis Sewer District,,Completed
DKA,Palmetto,Florida,Manatee County,Wilson Site Dev,Completed
DRT,Parrish,Florida,Manatee County,C&M Roadbuilders,Completed
DXE,Kissimmee,Florida,Osceola County,"Cathcart Const., Sanpik",Quote Sent to Sales
EFJ,Lewisville,Texas,Dallas County,,Released to Production
EBN,Castle Rock,Colorado,Douglas County,,Completed
EJP,Kissimmee,Florida,Osceola County,WD Site Development,In Production
DMM,Parrish,Florida,Manatee County,QGS,Completed
DSC,Ellenton,Florida,Manatee County,DEME,Completed
DEA,Halifax,Pennsylvania,Daophin,,In Production
EKR,Port St. Lucie,Florida,Port St Lucie County,,Released to Production
DLJ,American Fork,Utah,Utah County,"COP Construction, Condie construction Company, Sundt, Whitaker Construction",Completed
DGG,Scottsdale,Arizona,,,Completed
DRU,Kissimmee,Florida,Osceola County,Ramage,Quote Sent to Sales
DTF,,North Carolina,Brunswick County,,Quote Out for approval
EKX,Plano,Texas,,,Released to Production
EDH,Phoenix,Arizona,,,Completed
EGY,Leland,North Carolina,,,Completed
EDR,Hurricane,Utah,Washington County,,Completed
EHY,St. Cloud,Florida,Osceola County,"Brockman, Globestone Construction",Released to Production
EFD,Bradenton,Florida,Manatee County,WoodRuff and Sons,Completed
DMM,Parrish,Florida,Manatee County,QGS,Completed
EEI,Marana,Arizona,Pima County,,Completed
DZP,Elkwood,Virginia,Culpeper County,,Completed
ECP,Scottsdale,Arizona,,,Completed
EGX,,Florida,Manatee County,WoodRuff and Sons,Partial Release
EGK,Fort Worth,Texas,,,Released to Production
DXM,Bradenton,Florida,Manatee County,ET Makenzie Co.,Completed
ELT,,Arizona,Gila County,,Released to Production
DZM,Hurricane,Utah,Washington County,,Completed
DYA,,Florida,Osceola County,"Blue Ox, JMHC, JR Davis",Quote Sent to Sales
EIY,Sugar Land,Texas,Fort Bend County,,Released to Production
DSF,Town of Clayton,North Carolina,Johnston County,,Quote Out for approval
DRT,Parrish,Florida,Manatee County,C&M Roadbuilders,Completed
DHO,St. Cloud,Florida,Osceola County,WalRose,Quote Sent to Sales
EHU,Ogden,Utah,Weber County,,Completed
EAI,Davenport,Florida,Osceola County,WalRose,Completed
DDD,,Florida,Duval County,Ferreira Construction,Completed
DKL,,Arizona,Phoenix,,Completed
EKJ,Jacksonville,Florida,Duval County,,In Production
ECQ,Scottsdale,Arizona,Maricopa County,,Completed
ELZ,Charlotte,North Carolina,,,In Production
DZV,West Haven,Utah,Weber County,Ames Construction,Completed
DZU,Port St. Lucie,Florida,Port St Lucie County,,Completed
EEM,,Florida,Manatee County,Rusty Plumbing,Completed
EJM,,California,Riverside County,,In Production
DZV,West Haven,Utah,Weber County,Ames Construction,Released to Production
DRU,Kissimmee,Florida,Osceola County,Ramage,Quote Sent to Sales
DRB,Georgetown,Texas,,,Completed
DZG,Tempe,Arizona,,,Completed
EBM,Sarasota,Florida,Sarasota County,,Completed
EIX,St. Cloud,Florida,Osceola County,"Southern Development & Construction Inc., The Briar Team",In Production
EGJ,Charlotte,North Carolina,,,Completed
DLJ,American Fork,Utah,Utah County,"COP Construction, Condie construction Company, Sundt, Whitaker Construction",Completed
DYR,Santa Maria,California,Santa Barbara County,,Likely Lost
EJJ,Flower Mound,Texas,,,Released to Production
EFL,Gainesville,Florida,Alachua County,,Completed
DQF,Parrish,Florida,Manatee County,,Completed
EER,Carmel by the Sea,California,Monterey County,,Completed
DZU,Port St. Lucie,Florida,Port St Lucie County,,Completed
EGW,Chandler Heights,Arizona,,,Released to Production
EAE,Gainesville,Florida,Alachua County,,Completed
EAF,Belleview,Florida,,,Completed
EAZ,Yucca Valley,California,,,Completed
EAZ,Yucca Valley,California,,,Submittal Sent to Sales
ELA,Portsmouth,Virginia,,,In Production
DPY,City of Cleburne,Texas,,,Completed
EEY,Sulphur Springs,Texas,Hopkins County,,Released to Production
DVD,Port St. Lucie,Florida,Port St Lucie County,Firethorn,Completed
DSC,,Florida,Manatee County,DEME,Completed
DMW,,Florida,Manatee County,Wilson Site Dev,Quote Sent to Sales
DRM,Chandler,Arizona,Maricopa County,,Quote Sent to Sales
EBD,Phoenix,Arizona,,,Completed
EAM,Saraland,Alabama,,,Completed
DKT,St. George,Utah,Washington County,,Quote Sent to Sales
DRM,Chandler,Arizona,Maricopa County,,Quote Sent to Sales
DUO,Syracuse,Utah,,Whitaker Construction,Completed
DUB,Palmetto,Florida,Manatee County,Wilson Site Dev,Completed
EGI,Garner,North Carolina,,,Completed
EEC,Kissimmee,Florida,Osceola County,,Cancelled
DZA,Port St. Lucie,Florida,Port St Lucie County,,Completed
ECX,Goleta,California,,,Completed
EFN,Ogden,Utah,Weber County,,In Production
EBC,Dallas,Texas,,,Released to Production
EEF,Fort Myers,Florida,Lee County,,Completed
EMO,St. Cloud,Florida,Osceola County,"Assured Excavating Inc, Blue Ox, JMHC, JR Davis, Southern Development & Construction Inc.",Released to Production
DVJ,,Arizona,Yuma County,,Completed
DQD,Irving,Texas,Dallas County,,Completed
EAE,Gainesville,Florida,Alachua County,,Completed
DGJ,,Texas,Dallas,,Quote Sent to Sales
DKL,,Arizona,Phoenix,,Completed
DTD,,Florida,Manatee County,"C&M Roadbuilders, DEME",Completed
DTZ,St. Cloud,Florida,Osceola County,JR Davis,Completed
EAE,Gainesville,Florida,Alachua County,,Completed
EIJ,Park City,Utah,,,Released to Production
EIM,San Luis,Arizona,Yuma County,,Released to Production
